alias,csco_code,csco_code_num,csco_name
羽毛球教练,4-14-05-01,4140501,社会体育指导员
轮滑教练,4-14-05-01,4140501,社会体育指导员
体育教师/体育教练,4-14-05-01,4140501,社会体育指导员
拳击教练,4-14-05-01,4140501,社会体育指导员
武术教练,4-14-05-01,4140501,社会体育指导员
娱乐领班,4-14-05-04,4140504,康乐服务员
娱乐服务员,4-14-05-04,4140504,康乐服务员
健身房服务,4-14-05-04,4140504,康乐服务员
电子竞技运营,4-14-05-06,4140506,电子竞技运营师
游戏主播,4-14-05-07,4140507,电子竞技员S
民宿管家,4-14-06-02,4140602,民宿管家
管家部经理/主管,4-14-06-02,4140602,民宿管家
长租公寓管家/养老专员,4-14-06-02,4140602,民宿管家
酒店管理,4-14-06-02,4140602,民宿管家
其他服务业职位,4-99-00-00,4990000,其他社会生产服务和生活服务人员
农艺师,5-01-02-01,5010201,农艺工
畜牧师,5-03-02-01,5030201,家畜饲养员
饲养员,5-03-02-01,5030201,家畜饲养员
农业技术员,5-05-01-01,5050101,农业技术员
养殖部主管,5-05-01-02,5050102,农业经理人L
其他生产制造职位,6-00-00-00,6000000,生产制造及有关人员
普工/操作工,6-00-00-00,6000000,生产制造及有关人员
技工,6-00-00-00,6000000,生产制造及有关人员
组装工,6-00-00-00,6000000,生产制造及有关人员
学徒工,6-00-00-00,6000000,生产制造及有关人员
面包/烘焙师,6-02-01-01,6020101,糕点面包烘焙师
蛋糕/裱花师,6-02-01-02,6020102,糕点装饰师
酒体设计师,6-02-06-12,6020612,酒体设计师
细纱工,6-04-02-01,6040201,纺纱工
整经工,6-04-03-01,6040301,整经工
纺织工,6-04-03-03,6040303,织布工
挡车工,6-04-03-03,6040303,织布工
针织工,6-04-03-03,6040303,织布工
印染工,6-04-06-00,6040600,印染人员
配色工,6-04-06-02,6040602,纺织染色工
配色技术员,6-04-06-02,6040602,纺织染色工
电脑放码员,6-05-01-01,6050101,服装制版师
样衣工,6-05-01-01,6050101,服装制版师
板房/楦头/底格出格师,6-05-01-01,6050101,服装制版师
打样/制版,6-05-01-01,6050101,服装制版师
裁床,6-05-01-02,6050102,裁剪工
裁剪工,6-05-01-02,6050102,裁剪工
缝纫工,6-05-01-03,6050103,缝纫工
手缝工,6-05-01-03,6050103,缝纫工
服装领班,6-05-01-03,6050103,缝纫工
烫工,6-05-01-04,6050104,缝纫品整型工
木工,6-06-03-02,6060302,机械木工
纸样师/车板工,6-07-01-03,6070103,造纸工
切纸机操作工,6-07-01-04,6070104,纸张整饰工
复卷工,6-07-01-04,6070104,纸张整饰工
模切工,6-07-02-00,6070200,纸箱纸盒制作工
印刷排版,6-08-01-01,6080101,印前处理和制作员
晒版员,6-08-01-01,6080101,印前处理和制作员
印刷排版/制版,6-08-01-01,6080101,印前处理和制作员
排版设计,6-08-01-01,6080101,印前处理和制作员
烫金工,6-08-01-02,6080102,印刷操作员
数码直印/菲林输出,6-08-01-02,6080102,印刷操作员
印刷工,6-08-01-02,6080102,印刷操作员
印刷机械机长,6-08-01-02,6080102,印刷操作员
裱胶工,6-08-01-03,6080103,印后制作员
压痕工,6-08-01-03,6080103,印后制作员
装订工,6-08-01-03,6080103,印后制作员
药物合成/有机合成研究员,6-11-02-15,6110215,有机合成工
涂料研发,6-11-05-01,6110501,涂料生产工
调墨技师,6-11-05-02,6110502,油墨制造工
调色员,6-11-05-03,6110503,颜料生产工
炼胶工,6-11-07-00,6110700,合成橡胶生产工
化妆品研发,6-11-10-03,6111003,化妆品配方师
药物合成,6-12-01-00,6120100,化学合成制药工
药品生产,6-12-01-00,6120100,化学合成制药工
硫化工,6-14-01-01,6140101,橡胶制品生产工
吹膜工,6-14-02-00,6140200,塑料制品成型制作工
车工,6-18-01-01,6180101,车工
铣工,6-18-01-02,6180102,铣工
刨工,6-18-01-03,6180103,刨插工
磨工,6-18-01-04,6180104,磨工
镗工,6-18-01-05,6180105,镗工
CNC/数控操机,6-18-01-07,6180107,多工序数控机床操作调整工
CNC/数控编程,6-18-01-07,6180107,多工序数控机床操作调整工
CNC/数控,6-18-01-07,6180107,多工序数控机床操作调整工
铆工,6-18-01-11,6180111,铆工
冲压工,6-18-01-12,6180112,冲压工
钣金工,6-18-01-12,6180112,冲压工
折弯工,6-18-01-12,6180112,冲压工
氩弧焊工,6-18-02-04,6180204,焊工
焊工,6-18-02-04,6180204,焊工
切割技工,6-18-02-05,6180205,机械加工材料切割工
切割工,6-18-02-05,6180205,机械加工材料切割工
电镀工,6-18-03-01,6180301,镀层工
电镀工/镀膜操作,6-18-03-01,6180301,镀层工
喷塑工,6-18-03-03,6180303,涂装工
油漆工,6-18-03-03,6180303,涂装工
抛光工,6-18-03-04,6180304,喷涂喷焊工
模具工,6-18-04-01,6180401,模具工
注塑工,6-18-04-01,6180401,模具工
钳工,6-20-01-01,6200101,装配钳工
医疗器械维修人员,6-21-06-01,6210601,医疗器械装配工
医疗器械生产/质量管理,6-21-06-01,6210601,医疗器械装配工
汽车喷漆,6-22-02-01,6220201,汽车装调工
汽车改装,6-22-02-02,6220202,汽车回收拆解工L
轨道交通工程师,6-23-01-00,6230100,轨道交通运输设备制造人员
空调工,6-24-05-02,6240502,空调器制造工
智能硬件装调员,6-25-04-05,6250405,智能硬件装调员
仪表工,6-26-01-01,6260101,仪器仪表制造工
锅炉工,6-28-01-11,6280111,锅炉操作工
电分操作员,6-28-01-14,6280114,变配电运行值班员
一级建造师,6-29-00-00,6290000,建筑施工人员
施工开料工,6-29-00-00,6290000,建筑施工人员
施工员,6-29-00-00,6290000,建筑施工人员
泥瓦工,6-29-01-01,6290101,砌筑工
混凝土工,6-29-01-03,6290103,混凝土工
土建,6-29-02-00,6290200,土木工程建筑施工人员
结构/土木/土建工程师,6-29-02-00,6290200,土木工程建筑施工人员
有线传输工程师,6-29-02-12,6290212,送配电线路工
电梯工,6-29-03-03,6290303,电梯安装维修工
建筑设计,6-29-04-00,6290400,建筑装饰人员
特种车司机,6-30-01-00,6300100,专用车辆驾驶员
船务/空运陆运操作,6-30-04-03,6300403,船闸及升船机运管员
机械设备经理/主管,6-30-05-00,6300500,通用工程机械操作人员
叉车司机,6-30-05-01,6300501,起重装卸机械操作工
叉车工,6-30-05-01,6300501,起重装卸机械操作工
吊车司机,6-30-05-02,6300502,起重工
铲车司机,6-30-05-05,6300505,挖掘铲运和桩工机械司机
挖掘机司机,6-30-05-05,6300505,挖掘铲运和桩工机械司机
厂务,6-31-00-00,6310000,生产辅助人员
杂工,6-31-00-00,6310000,生产辅助人员
生产设备管理员,6-31-01-01,6310101,设备点检员
采购材料、设备质量管理,6-31-01-01,6310101,设备点检员
设备主管,6-31-01-01,6310101,设备点检员
弱电工程师,6-31-01-03,6310103,电工
汽车电工,6-31-01-03,6310103,电工
水电工,6-31-01-03,6310103,电工
电工,6-31-01-03,6310103,电工
机械维修/保养,6-31-01-09,6310109,工程机械维修工
电子维修技术员,6-31-01-10,6310110,机电设备维修工
物业维修,6-31-01-10,6310110,机电设备维修工
机修工,6-31-01-10,6310110,机电设备维修工
弱电工,6-31-01-10,6310110,机电设备维修工
功能测试,6-31-03-00,6310300,检验试验人员
化验员,6-31-03-01,6310301,化学检验员
化学分析测试员,6-31-03-01,6310301,化学检验员
质检员QC,6-31-03-05,6310305,质检员
服装纺织质检员(QA/QC),6-31-03-05,6310305,质检员
质检员,6-31-03-05,6310305,质检员
包装工,6-31-05-00,6310500,包装工
生产安全员,6-31-06-00,6310600,安全员
施工安全员,6-31-06-00,6310600,安全员
安全员,6-31-06-00,6310600,安全员
工业视觉系统运维员,6-31-07-02,6310702,工业视觉系统运维员S
其他职位,8-00-00-00,8000000,不便分类的其他从业人员
